,text,emotion,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
1453,wow bhayangkara fc juara liga gojek lucu main bagus sistem liga j,0,,,,,,,,,,
1454,kereta wanita bicara keras tarik perhati orang buruk diskusi apaapa orang,0,,,,,,,,,,
1455,uji sulit harap ambil nilai hadir senang,1,,,,,,,,,,
1456,kakorlantas polri pakai gps hp pegang,0,,,,,,,,,,
1457,pergi kursus balet teman gelap sepi anak lakilaki dekat jam ajar selesai beri hindar bawa lari,1,,,,,,,,,,
1458,bang hujan bang,1,,,,,,,,,,
1459,rumah bakar selamat anjing takut api panik,0,,,,,,,,,,
1460,kemah teman habis malam hutan jatuh tidur dengar suarasuara langkah dekat tenda,1,,,,,,,,,,
1461,selamat siang admin telepon mengatasnamakan gojek bilang,0,,,,,,,,,,
1462,akun lu gacor gofood murni syarat siapin mental tahan emosi l,0,,,,,,,,,,
1463,yaela sgala brg ketuker sm gojek bebelit pdhl tinggal accept balikin dana beres sudahtidak mood pfft,0,,,,,,,,,,
1464,rlt pgn beli chicken wings mcd gojek gaada pilih menu pakai order manual ya,0,,,,,,,,,,
1465,bangsal pasien epilepsi bakar tubuh bau busuk bangsal pengaruh orang dekat,0,,,,,,,,,,
1466,jernih kesalahpahaman teman sebab orang tiga campur cakap ubah upaya ejek hasil maksud,0,,,,,,,,,,
1467,mikir begitulalu ketemu gojek papan iklan bunyi,0,,,,,,,,,,
1468,kali pakai aplikasi gojekgofood jogja yoo ngomong ramahramah ya nya emang,0,,,,,,,,,,
1469,singkat cerita sen gojek dapetnya banget dapet posisi skali yaaa ban,0,,,,,,,,,,
1470,libat gojek hehe,1,,,,,,,,,,
1471,duduk uji,1,,,,,,,,,,
1472,malu teman hormat hina mabuk,0,,,,,,,,,,
1473,riwayat maaf tanggal maret jasa goj,0,,,,,,,,,,
1474,rasa bau industri cari,0,,,,,,,,,,
1475,maaf kait akun order layan gojek gofood aw,0,,,,,,,,,,
1476,aneh administrator gojek jahat ubah data akun gojek hitung detik tap,0,,,,,,,,,,
1477,admin order gofoodgojek gabisa kota ya,0,,,,,,,,,,
1478,kali film porno praktik indah layar mekanis irasional jijik manusiawi,0,,,,,,,,,,
1479,sekolah dasar guru tangkap selingkuh dikte,0,,,,,,,,,,
1480,makas mas gojek selamat hidup,1,,,,,,,,,,
1481,tolong support amp,0,,,,,,,,,,
1482,ya allah gojek teriak kali,0,,,,,,,,,,
1483,saudara sepupu hamil,0,,,,,,,,,,
1484,buruk uji pikir laku,1,,,,,,,,,,
1485,mohon bantuanya bang,1,,,,,,,,,,
1486,salah teman nasihat pacar pukul pukul sakit,0,,,,,,,,,,
1487,asyik cari order sepeda motor babang gojek turun mesin,1,,,,,,,,,,
1488,pergi sekolah bus lewat salur buang baik bau kuat cekik tinggal,0,,,,,,,,,,
1489,cari lapor tipu nomor telepon laku sa,0,,,,,,,,,,
1490,bhye gojek,0,,,,,,,,,,
1491,pergi kota beli barang butuh seharihari jalan bus mini penuh siswa mabuk jijik,0,,,,,,,,,,
1492,jijik teman upaya selenggara malam hasil salah jijik salah,0,,,,,,,,,,
1493,hapus akun gojek,0,,,,,,,,,,
1494,tur gunung pacar lewat inap rumah anjing ikut pacar takut anjing tarik perhati lompat bahu main benarbenar suka,0,,,,,,,,,,
1495,pulang kantor mas robby gojek ngebut sampe pegang,0,,,,,,,,,,
1496,hadir piknik kuliah sulit,0,,,,,,,,,,
1497,liat video kang becak ngejar gojek tumpang usaha mo mukul polisi jg beraniaslik jijik liat mrka kasar gin,0,,,,,,,,,,
1498,sekolah kenal bohong guru diberitahu temanteman dengar cakap,0,,,,,,,,,,
1499,polos nyoba stasiun bekas dapet bang kranji muter kali c,0,,,,,,,,,,
1500,anak lelaki kenal anggotaitahuku senonoh muda malu kenal remeh yakin cemooh sentuh marah usaha sembunyi baik,0,,,,,,,,,,
1501,pukul teman kelas sekolah,0,,,,,,,,,,
1502,kamar rumah kost jam ketuk pintu keras,0,,,,,,,,,,
1503,wkwk gua sama sm bang gojek,1,,,,,,,,,,
1504,unrealisasi profesi terbang,0,,,,,,,,,,
1505,yabaru driver gojek bayar customer,0,,,,,,,,,,
1506,jijik jalan ganggu barubaru calcutta bombay bosan lelah,0,,,,,,,,,,
1507,gojek mall sm anak sedih double ya,0,,,,,,,,,,
1508,hadap anjing gila,0,,,,,,,,,,
1509,film tv buat takut,0,,,,,,,,,,
1510,kunjung studi pabrik ayam bantai cium lingkung bising,0,,,,,,,,,,
1511,pria usaha hubung seksual komunikasi enggan jijik orang aju,0,,,,,,,,,,
1512,lelucon nikah teman pribadi,0,,,,,,,,,,
1513,pulang brebes nyampe stasiun cari gojek dapat bapakbapak usia jaket bapak basah kuyup,0,,,,,,,,,,
1514,seksual hina bus bantu orang tertawa,0,,,,,,,,,,
1515,takut curi,0,,,,,,,,,,
1516,alami celaka rusa bodi mobil,0,,,,,,,,,,
1517,jalan van ayah insiden henti isi tangki gas miring sisi van tiang sistem listrik mobil fungsi coba kendara pulang rumah,0,,,,,,,,,,
1518,yaudah duit senin gojek,0,,,,,,,,,,
1519,nunggu gojek anter pasir kucing deg deg bgsd kaya nunggu jodoh,0,,,,,,,,,,
1520,ux gojek asoy yak,0,,,,,,,,,,
1521,admin jam gojek ambil paket trx tiket siang jam,0,,,,,,,,,,
1522,abang gojek narik,1,,,,,,,,,,
1523,film porno cari tinggal,0,,,,,,,,,,
1524,leceh seksual driver gojek bisadipecat,0,,,,,,,,,,
1525,kerabat selisih usaha kuat barang ambil ayah tinggal jadi gumul anakanaknya sumpah hidup katakata hampa gigit air mata maaf pergi menang toilet,0,,,,,,,,,,
1526,sabtu malam bus penuh orang mabuk,0,,,,,,,,,,
1527,pagi pocin rb woy gojek ngerampok ya,0,,,,,,,,,,
1528,siang minggu terima telepon pukul jatuh mobil simpang jalan suami pergi temu percaya ayah ibu pergi beli kotak makan siang langsung lari jadi celaka,0,,,,,,,,,,
1529,temu temu sadar duduk belah orang anggap rendah diskriminatif,0,,,,,,,,,,
1530,ntr kak suruh gojek hujan,0,,,,,,,,,,
1531,nyalahin drivernya beli kacau sihlu beli iphone kirim pakai gojek,0,,,,,,,,,,
1532,malu jatuh sepeda,0,,,,,,,,,,
1533,etika ya komporin tu emak biar kluarin powernya,0,,,,,,,,,,
1534,rasa pacar pergi bourgas ajar hilang pokok jarak plovdivbourgas bagi,0,,,,,,,,,,
1535,pergi pusat belanja beli paket kapenta belatung dalam oh,0,,,,,,,,,,
1536,malu kali minum orang minum keluarga kecewa orang tua temanteman,0,,,,,,,,,,
1537,pergi temu teman orang orang bawa hadiah satusatunya bawa apaapa teman ramah asa,0,,,,,,,,,,
1538,malu hasil rendah mark kelas khawatir baca,0,,,,,,,,,,
1539,sen gojek gosend dah cancel hayah,0,,,,,,,,,,
1540,jijik munafik rekanrekan kelompok,0,,,,,,,,,,
1541,jijik bawah,0,,,,,,,,,,
1542,pergi kota bus dekker ganda bus jatuh jalan kemudi kendali jatuh,0,,,,,,,,,,
1543,debat teman politik informasi isuisu malu ketidaktahuan politik,0,,,,,,,,,,
1544,ajar uji purapura sakit pergi sekolah bohong sadar bohong pulang kerja temu pergi teman,0,,,,,,,,,,
1545,susu bayi prematur bayi sedak bangsal anakanak pikir bunuh bayi,0,,,,,,,,,,
1546,terap,0,,,,,,,,,,
1547,driver gojek bodoh asli buta gps nelpon sms,0,,,,,,,,,,
1548,jg pakai seragam bangseragam gojek,0,,,,,,,,,,
1549,rokok maryhuana,0,,,,,,,,,,
1550,maret tes sesuai guru panas cerah jalan frat dengar beach boys surfinusa milik asa cal milik,1,,,,,,,,,,
1551,liga gojek menang,1,,,,,,,,,,
1552,benarbenar jijik salah teman kotor pakai pikir gila,0,,,,,,,,,,
1553,muda suruh toko beli lusin telur pergi telur orangorang toko tertawa keluarga,1,,,,,,,,,,
1554,pas nunggu gojek mamakmamak makan cemilan abis buang bungkus jalan,0,,,,,,,,,,
1555,pakeha kulit putih selandia nasib rasial orangorang kutuk,0,,,,,,,,,,
1556,jalan orang takut curi orangorang bunuh temanteman malam,0,,,,,,,,,,
1557,jam bingung ditawarin temen apply kerja tempat mikir kirim cv,1,,,,,,,,,,
1558,milik instruksi renang ambil header batu loncat tolak paksa,0,,,,,,,,,,
1559,paman tinggal makam kali orang diri kubur buka menang,0,,,,,,,,,,
1560,gabung ilmu sosial muncul uji semester gagal salah uji hasil jijik marah,0,,,,,,,,,,
1561,kasar kasar,0,,,,,,,,,,
1562,jijik diberitahu lepas kotor anjing rumah bau busuk kerja jijik,0,,,,,,,,,,
1563,editor ubah judul artikel tulis anggap pos hina orang tulis,0,,,,,,,,,,
1564,gojek ni matre kali memori hp dah jarang pakai diupdate mulu sedih tu twitter dah tahun update,0,,,,,,,,,,
1565,nai gojek naek ojek cinta,1,,,,,,,,,,
1566,sandung bus,0,,,,,,,,,,
1567,jam otw arjosari stgh jam sampe kampus jam temu mas mesin,1,,,,,,,,,,
1568,adik perempuan sakit rumah pikir mati,1,,,,,,,,,,
1569,ujanujanan driver gojek peluk siapasiapa,1,,,,,,,,,,
